method,city,load,train_seed,eval_seed,model_path,events,requests,abandoned,abandon_rate,served_per_tick,served_per_request,avg_reward,median_reward,avg_trip_h,avg_queue_h,median_queue_h,p90_queue_h,p95_queue_h,p99_queue_h,max_queue_h,cvar95_queue_h,var_queue_h,avg_fee,load_gini,action_gini
Centralized,old_city,40,103,1003,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,578,592,0,0.0,4.013888888888889,0.9763513513513513,-0.4639665767952816,-0.3310270936484395,0.4041271378515321,0.03633217993079586,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.38383838383838403,0.009925647441960818,90.93406567399195,0.08452273434146518,0.09206081081081074
Centralized,old_city,40,103,1004,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,543,561,0,0.0,3.7708333333333335,0.9679144385026738,-0.49646611150520703,-0.3356639802826108,0.4135509128832311,0.04389195825659915,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.43137254901960786,0.013266866166146916,90.47206843416281,0.08614667295798983,0.0984848484848484
Centralized,old_city,40,103,1005,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,560,570,0,0.0,3.888888888888889,0.9824561403508771,-0.5192200621573742,-0.34373753238795735,0.42135354863260854,0.048511904761904784,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.41287878787878785,0.014561277636054479,91.21424643958039,0.08939787476847161,0.10000000000000009
Centralized,old_city,40,103,1006,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,569,580,0,0.0,3.951388888888889,0.9810344827586207,-0.5266534918572106,-0.34724187385077454,0.416418384549731,0.050380785002929154,0.0,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333333,0.4015151515151516,0.014255371503465092,91.65380937757826,0.09974948925306504,0.1103448275862069
Centralized,old_city,40,103,1007,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,554,564,0,0.0,3.8472222222222223,0.9822695035460993,-0.53295241824402,-0.35985041173144455,0.41777958691256467,0.05144404332129967,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3854166666666667,0.013949980523081874,92.33360919332337,0.09547353738466313,0.10372340425531923
Centralized,old_city,40,103,1008,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,555,567,0,0.0,3.8541666666666665,0.9788359788359788,-0.49379166708274913,-0.34245366177289444,0.41286577652709966,0.04264264264264264,0.0,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333333,0.4074074074074076,0.012796219643066407,91.61909603788584,0.09224882350425179,0.10449735449735442
Centralized,old_city,40,103,1009,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,548,564,0,0.0,3.8055555555555554,0.9716312056737588,-0.4943685835593338,-0.3306040800057709,0.40075892753138115,0.04379562043795621,0.0,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333333,0.4078947368421054,0.01328875628252249,91.16862111499935,0.09274728354976514,0.10106382978723394
Centralized,old_city,40,103,1010,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,540,553,0,0.0,3.75,0.976491862567812,-0.5180068499834443,-0.33503892916360395,0.41820417012176797,0.0484567901234568,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.4227642276422763,0.014987330437433262,91.13981056180083,0.08257547938870213,0.09177215189873422
Centralized,new_city,40,103,1001,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,556,574,0,0.0,3.861111111111111,0.9686411149825784,-0.8097416297255579,-0.7914305387692732,0.3391581866998223,0.11810551558752994,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5597484276729561,0.034212558011145124,57.36877310647152,0.1430252751468315,0.15156794425087106
Centralized,new_city,40,103,1002,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,553,567,0,0.0,3.8402777777777777,0.9753086419753086,-0.8141411099054098,-0.7939125367666197,0.31582046013458753,0.13321277878239907,0.0,0.46666666666666856,0.5,0.8333333333333333,0.8333333333333333,0.5773809523809524,0.03851314600507704,57.09996662845869,0.14094519740576672,0.15299823633156961
Centralized,new_city,40,103,1003,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,582,597,0,0.0,4.041666666666667,0.9748743718592965,-0.8051797477246536,-0.7763055457531014,0.3144229078099886,0.1208476517754867,0.0,0.5,0.5,0.6666666666666665,0.8333333333333333,0.5510752688172044,0.035033111192462364,57.31451119504309,0.13242120520162914,0.14698492462311563
Centralized,new_city,40,103,1004,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,551,569,0,0.0,3.826388888888889,0.968365553602812,-0.812024209605274,-0.7838755040926624,0.32027438601537006,0.13309134906231096,0.0,0.5,0.5,0.6666666666666666,0.8333333333333333,0.5588235294117647,0.04046374462973888,56.80638634587592,0.13229166913299584,0.14103690685412995
Centralized,new_city,40,103,1005,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,573,589,0,0.0,3.9791666666666665,0.9728353140916808,-0.8135899316159086,-0.7961574685810543,0.3216569789882626,0.11547411285631179,0.0,0.33333333333333326,0.5,0.6666666666666666,0.8333333333333333,0.5679012345679014,0.03499809303743784,58.36200117141207,0.12040327875465007,0.1328522920203734
Centralized,new_city,40,103,1006,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,571,583,0,0.0,3.9652777777777777,0.9794168096054888,-0.8316026455288414,-0.8051230713827308,0.3389979139665025,0.13222416812609458,0.0,0.5,0.5833333333333333,0.6666666666666666,0.9999999999999999,0.7011494252873566,0.041818189873189436,58.24579313303101,0.13614094528186982,0.14794168096054894
Centralized,new_city,40,103,1007,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,556,571,0,0.0,3.861111111111111,0.9737302977232924,-0.8401028540064862,-0.8038092775320005,0.32154733780892963,0.1558752997601919,0.0,0.5,0.6666666666666666,0.8333333333333333,0.9999999999999999,0.7103174603174606,0.05274126022922669,57.51636712207146,0.1561566445858722,0.16768826619964972
Centralized,new_city,40,103,1008,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,544,559,0,0.0,3.7777777777777777,0.9731663685152058,-0.8432565471610118,-0.8115478443926369,0.33336114011485124,0.16023284313725497,0.0,0.5,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.7166666666666669,0.0534206157187139,57.16847860146891,0.15276013373438269,0.16144901610017892
Centralized,new_city,40,103,1009,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,563,580,0,0.0,3.9097222222222223,0.9706896551724138,-0.7951460916777167,-0.7694678741917622,0.2967200043248354,0.12226169330965064,0.0,0.3333333333333333,0.5,0.8333333333333333,0.9999999999999999,0.5986394557823129,0.036808541739623446,56.692089520834465,0.12591194856049115,0.13189655172413794
Centralized,new_city,40,103,1010,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,549,564,0,0.0,3.8125,0.973404255319149,-0.8058359533062212,-0.7796892379150082,0.32420675091491075,0.12386156648451725,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5705128205128206,0.03525535748056568,56.89354935711619,0.1398789288646185,0.15248226950354615
Centralized,suburb,40,103,1001,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,548,562,0,0.0,3.8055555555555554,0.9750889679715302,-0.6575296921156369,-0.648165301406926,0.31356676487131535,0.17761557177615572,0.0,0.5,0.6666666666666666,0.921666666666662,1.1666666666666665,0.7517006802721089,0.06091012958720361,53.02588317074596,0.16560006736869148,0.17971530249110312
Centralized,suburb,40,103,1002,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,552,570,0,0.0,3.8333333333333335,0.968421052631579,-0.6203397563158186,-0.5996118851020331,0.29812472036920634,0.15760869565217392,0.0,0.5,0.6666666666666666,0.8333333333333333,0.9999999999999999,0.7458333333333333,0.054668355737589824,52.63594403375453,0.15072235198615358,0.16491228070175445
Centralized,suburb,40,103,1003,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,570,585,0,0.0,3.9583333333333335,0.9743589743589743,-0.6351938835644828,-0.6242314986026689,0.30483144783431226,0.16461988304093564,0.0,0.5,0.6666666666666666,0.8333333333333333,0.9999999999999999,0.7324561403508774,0.05179892958517144,52.88444301351419,0.1571591131151755,0.17136752136752142
Centralized,suburb,40,103,1004,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,540,553,0,0.0,3.75,0.976491862567812,-0.6559282681543218,-0.6440570135543933,0.32203555359866737,0.1651234567901236,0.0,0.5,0.6666666666666666,0.8333333333333333,1.1666666666666665,0.7380952380952382,0.054370046486816204,52.67925053192758,0.1639537810475673,0.1749547920433996
Centralized,suburb,40,103,1005,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,552,567,0,0.0,3.8333333333333335,0.9735449735449735,-0.657889154868256,-0.6356332081897865,0.31480471557410167,0.1766304347826088,0.0,0.5,0.6666666666666666,0.9999999999999998,1.3333333333333333,0.7692307692307693,0.06627552203668692,52.91088640225348,0.160637634253868,0.16975308641975317
Centralized,suburb,40,103,1006,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,563,574,0,0.0,3.9097222222222223,0.980836236933798,-0.6685713754305116,-0.6437595695893813,0.3168308966569047,0.1850207223209,0.0,0.5,0.6666666666666666,0.8333333333333333,0.9999999999999999,0.75,0.054725295603741085,53.27212811144716,0.15413593329953468,0.16986062717770034
Centralized,suburb,40,103,1007,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,553,570,0,0.0,3.8402777777777777,0.9701754385964912,-0.6521849022542426,-0.6526545527638746,0.304123706726049,0.18535262206148273,0.0,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.9999999999999999,0.735897435897436,0.06685999721685384,52.69013450059291,0.16006073235747453,0.17456140350877192
Centralized,suburb,40,103,1008,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,545,558,0,0.0,3.7847222222222223,0.9767025089605734,-0.6679906673990736,-0.6407516892398217,0.31557038778563673,0.18776758409785915,0.0,0.6666666666666666,0.6666666666666666,0.9999999999999998,1.1666666666666665,0.7645502645502649,0.07055373191556986,52.629448936130224,0.1758088328589229,0.18279569892473124
Centralized,suburb,40,103,1009,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,549,568,0,0.0,3.8125,0.9665492957746479,-0.6285292920896417,-0.6031594702053853,0.294544089264187,0.1712204007285975,0.0,0.5,0.6666666666666666,0.8333333333333333,1.3333333333333333,0.7551020408163264,0.06246661424481025,52.852896309925995,0.15318030971985475,0.170774647887324
Centralized,suburb,40,103,1010,checkpoints_paper_core\sparse15_40ev_seed103_centralized\central_final.pth,549,564,0,0.0,3.8125,0.973404255319149,-0.6220262952896269,-0.6048522905162791,0.30727638036583493,0.14693381906496655,0.0,0.5,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.7500000000000002,0.0480319869173919,52.66213506214342,0.12932344303503318,0.14273049645390068
FedAvg,old_city,40,103,1001,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,578,590,0,0.0,4.013888888888889,0.9796610169491525,-0.6493971298443575,-0.33491879749210424,0.32851581258627854,0.08592848904267586,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5495495495495495,0.025680500845429655,91.26561325047417,0.1071118448865176,0.1135593220338984
FedAvg,old_city,40,103,1002,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,559,575,0,0.0,3.8819444444444446,0.9721739130434782,-0.704304727172686,-0.3639077584827266,0.326910990521784,0.09958258795468097,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5387596899224807,0.02814731135653057,90.87556007679906,0.12206994594343512,0.13347826086956527
FedAvg,old_city,40,103,1003,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,585,598,0,0.0,4.0625,0.9782608695652174,-0.6956793289095031,-0.3529674326096358,0.33786607409868863,0.09629629629629628,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5657894736842105,0.02833386092645353,91.77393792448734,0.11385871686919047,0.12625418060200677
FedAvg,old_city,40,103,1004,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,562,574,0,0.0,3.9027777777777777,0.9790940766550522,-0.7124399216868981,-0.3545402248045967,0.33181278593902835,0.10142348754448391,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5272727272727272,0.029946569966326653,90.56672948603526,0.10780189848776911,0.11672473867595823
FedAvg,old_city,40,103,1005,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,575,587,0,0.0,3.9930555555555554,0.979557069846678,-0.6856328599008088,-0.3648588915231926,0.3405114168505612,0.09391304347826074,0.0,0.3333333333333333,0.5,0.5,0.8333333333333333,0.5324074074074074,0.02509338374291116,91.3764779096131,0.1164805437863008,0.1316013628620103
FedAvg,old_city,40,103,1006,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,575,588,0,0.0,3.9930555555555554,0.9778911564625851,-0.7772242315726601,-0.37346855691604597,0.34547148166485514,0.11594202898550711,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5666666666666668,0.034576769586221516,91.20358176890772,0.12987454869623716,0.14115646258503411
FedAvg,old_city,40,103,1007,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,572,585,0,0.0,3.9722222222222223,0.9777777777777777,-0.778824200131874,-0.37668715791396645,0.31980038419873275,0.11771561771561763,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5408163265306123,0.030723452926250058,91.60919610011013,0.13613469806650325,0.1448717948717948
FedAvg,old_city,40,103,1008,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,562,576,0,0.0,3.9027777777777777,0.9756944444444444,-0.7341172969819303,-0.3547825143641978,0.33900908273906327,0.10587188612099643,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.532608695652174,0.029666983982247236,91.21643860609178,0.13074976731656118,0.14496527777777768
FedAvg,old_city,40,103,1009,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,567,581,0,0.0,3.9375,0.9759036144578314,-0.6884528107423836,-0.34615826040040526,0.30698608716271314,0.09729570840681953,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.027717554531846843,90.3198701636088,0.12831384488168807,0.1407056798623063
FedAvg,old_city,40,103,1010,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,562,574,0,0.0,3.9027777777777777,0.9790940766550522,-0.6982611779209624,-0.35601504666650896,0.31940537198512214,0.09845788849347568,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5619047619047618,0.027178325727609434,91.10465232503658,0.11799328497937367,0.132404181184669
FedAvg,new_city,40,103,1001,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,568,580,0,0.0,3.9444444444444446,0.9793103448275862,-0.7981970216818728,-0.7743623081678868,0.33353775017143,0.10827464788732385,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.545138888888889,0.030579026289977593,57.23721757819701,0.12301910072881483,0.13706896551724146
FedAvg,new_city,40,103,1002,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,562,577,0,0.0,3.9027777777777777,0.9740034662045061,-0.7950585963851545,-0.775908646101539,0.3256882008955663,0.09727164887307232,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5487804878048781,0.02760821446311755,58.035803779641,0.12286063945559689,0.13388214904679385
FedAvg,new_city,40,103,1003,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,592,603,0,0.0,4.111111111111111,0.9817578772802653,-0.7939157384174959,-0.7767484724092059,0.3212887191887115,0.09825450450450444,0.0,0.3333333333333333,0.5,0.5,0.8333333333333333,0.527027027027027,0.025021352644874702,57.954805744559074,0.1210413727630073,0.13391376451077952
FedAvg,new_city,40,103,1004,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,556,569,0,0.0,3.861111111111111,0.9771528998242531,-0.8001163090666504,-0.784550953191322,0.33061448586555975,0.10671462829736204,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5528455284552846,0.029279454134533936,57.613455396470826,0.1310442296908252,0.14279437609841827
FedAvg,new_city,40,103,1005,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,576,587,0,0.0,4.0,0.9812606473594548,-0.789590324393583,-0.7818206327545434,0.33978082939011567,0.09056712962962958,0.0,0.3333333333333333,0.5,0.5,0.8333333333333333,0.525,0.02512128330225463,57.73892417080265,0.11141939215000374,0.12308347529812602
FedAvg,new_city,40,103,1006,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,568,585,0,0.0,3.9444444444444446,0.9709401709401709,-0.8217875663500952,-0.796162981312205,0.35271385609114053,0.11854460093896708,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5510204081632653,0.032406489012321016,58.12581248850824,0.13339249690951616,0.1431623931623931
FedAvg,new_city,40,103,1007,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,573,588,0,0.0,3.9791666666666665,0.9744897959183674,-0.7989811567692287,-0.7784327432999816,0.32459896807140853,0.10791157649796385,0.0,0.33333333333333326,0.5,0.6666666666666666,0.8333333333333333,0.5366666666666667,0.02999751942580646,57.554440438418474,0.13420352263146174,0.14200680272108834
FedAvg,new_city,40,103,1008,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,562,576,0,0.0,3.9027777777777777,0.9756944444444444,-0.8139131398222857,-0.7907049837961131,0.3321737731150732,0.11447212336892046,0.0,0.5,0.5,0.6666666666666666,0.8333333333333333,0.556497175141243,0.03483998429604488,58.22155065968638,0.12523876193986583,0.1328125
FedAvg,new_city,40,103,1009,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,564,576,0,0.0,3.9166666666666665,0.9791666666666666,-0.799991275247739,-0.7681449743937097,0.31084308159933044,0.10756501182033092,0.0,0.5,0.5,0.6666666666666666,0.8333333333333333,0.5536723163841809,0.034824567286465845,58.00697672367279,0.12102892400037324,0.13194444444444442
FedAvg,new_city,40,103,1010,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,569,580,0,0.0,3.951388888888889,0.9810344827586207,-0.7908583598389647,-0.7745519795886238,0.3160844603254175,0.09519625073227875,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5416666666666667,0.02672170040383017,58.04645664050277,0.11524768455098733,0.1293103448275863
FedAvg,suburb,40,103,1001,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,576,593,0,0.0,4.0,0.9713322091062394,-0.5905546661341077,-0.561389900185201,0.3270067738363861,0.08333333333333331,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5537634408602151,0.02363040123456801,53.0234928755278,0.1077102914906225,0.11677908937605386
FedAvg,suburb,40,103,1002,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,556,569,0,0.0,3.861111111111111,0.9771528998242531,-0.6207394798709356,-0.5970123453786274,0.3337637703883994,0.10761390887290165,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.548611111111111,0.03043563350758234,53.285997827065124,0.13228652800125373,0.1445518453427066
FedAvg,suburb,40,103,1003,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,588,600,0,0.0,4.083333333333333,0.98,-0.5957009249378951,-0.5672643347223905,0.32330024834346766,0.09325396825396823,0.0,0.3333333333333333,0.5,0.521666666666666,0.6666666666666666,0.532258064516129,0.023380416981607484,53.3988246459807,0.11614895949310844,0.1316666666666666
FedAvg,suburb,40,103,1004,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,561,578,0,0.0,3.8958333333333335,0.9705882352941176,-0.607398639944176,-0.5777179068178188,0.3276983434838444,0.10190136660724894,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5303030303030303,0.028089076427128417,52.86132308253509,0.12033782046456554,0.13235294117647056
FedAvg,suburb,40,103,1005,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,576,587,0,0.0,4.0,0.9812606473594548,-0.6162705731546254,-0.5985221208237852,0.33983349429288673,0.09490740740740732,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5384615384615384,0.026293509945130265,53.0334439556206,0.11414912028162782,0.12478705281090297
FedAvg,suburb,40,103,1006,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,571,584,0,0.0,3.9652777777777777,0.9777397260273972,-0.6458880756000445,-0.6131908067110913,0.35160218799216925,0.11150029188558083,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.534013605442177,0.03008568452024949,53.3684653000878,0.1405855555801525,0.14982876712328763
FedAvg,suburb,40,103,1007,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,571,584,0,0.0,3.9652777777777777,0.9777397260273972,-0.6178145652419733,-0.5890061677727432,0.3289885073584058,0.11179217746643307,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5566037735849058,0.03289071687984696,52.91836921202573,0.1400462937281659,0.14554794520547953
FedAvg,suburb,40,103,1008,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,567,583,0,0.0,3.9375,0.9725557461406518,-0.6127732318913924,-0.5871848481672506,0.329104885104704,0.10464432686654908,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5576923076923078,0.03255338613624606,53.405928903091,0.12475413325062168,0.13850771869639789
FedAvg,suburb,40,103,1009,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,560,574,0,0.0,3.888888888888889,0.975609756097561,-0.5903385225866594,-0.5573968491272929,0.31096002450911625,0.10327380952380952,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.54421768707483,0.030157932964852797,53.69779640451303,0.12229546034426075,0.1297909407665505
FedAvg,suburb,40,103,1010,checkpoints_paper_core\sparse15_40ev_seed103_fedavg\global_final.pth,557,572,0,0.0,3.8680555555555554,0.9737762237762237,-0.6118422499110442,-0.5893860302716756,0.32251276026183956,0.11340514661879109,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.540650406504065,0.028781004218475438,53.100383700154566,0.12600845103747305,0.1398601398601398
FedProx,old_city,40,103,1001,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,576,594,0,0.0,4.0,0.9696969696969697,-0.6131489180772388,-0.3432273464422706,0.33550062978149653,0.07696759259259257,0.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.5260416666666666,0.02185376746827843,90.7643241092414,0.10408389702078802,0.11531986531986527
FedProx,old_city,40,103,1002,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,565,576,0,0.0,3.923611111111111,0.9809027777777778,-0.6106198184772769,-0.35317120362704213,0.34192574061112063,0.07551622418879053,0.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.510752688172043,0.021042629284465028,91.53802198889488,0.10312347006598199,0.11197916666666674
FedProx,old_city,40,103,1003,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,592,604,0,0.0,4.111111111111111,0.9801324503311258,-0.6221392061930486,-0.3457313296583931,0.34043904864449337,0.07882882882882875,0.0,0.3333333333333333,0.5,0.5150000000000053,0.6666666666666666,0.53125,0.022314544274003513,90.78564277012899,0.09739681853903615,0.10927152317880795
FedProx,old_city,40,103,1004,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,554,568,0,0.0,3.8472222222222223,0.9753521126760564,-0.6559655043151724,-0.35830155342009234,0.353692167749314,0.08664259927797834,0.0,0.3333333333333333,0.5,0.5783333333333378,0.6666666666666666,0.5294117647058824,0.025385157864403186,90.0162240815149,0.1048043336992841,0.11531690140845074
FedProx,old_city,40,103,1005,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,565,578,0,0.0,3.923611111111111,0.9775086505190311,-0.6282744727105248,-0.3536792820967194,0.36811460817607317,0.07846607669616518,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5315315315315314,0.024423212467695313,90.98995054348305,0.10580070131698349,0.11764705882352944
FedProx,old_city,40,103,1006,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,577,594,0,0.0,4.006944444444445,0.9713804713804713,-0.6569827492167138,-0.36330218680973153,0.356702245499147,0.08636626227614096,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5588235294117648,0.026095654028336534,90.61276581120488,0.11203258885119749,0.12205387205387197
FedProx,old_city,40,103,1007,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,570,583,0,0.0,3.9583333333333335,0.9777015437392796,-0.7039216408461457,-0.3712504033551028,0.3407190796239623,0.09853801169590641,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5481481481481483,0.028545620874799196,91.02594949636642,0.11592537529963653,0.12478559176672377
FedProx,old_city,40,103,1008,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,560,576,0,0.0,3.888888888888889,0.9722222222222222,-0.6894346886785764,-0.3658807566282527,0.3555914775440813,0.09464285714285717,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5520833333333336,0.03062606292517021,90.03171370599604,0.11432299781985966,0.125
FedProx,old_city,40,103,1009,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,563,576,0,0.0,3.9097222222222223,0.9774305555555556,-0.690582170835633,-0.3530342794666652,0.32181282783563925,0.09709887507400826,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5457516339869283,0.030536284480676544,89.93218779884563,0.10962591275815492,0.12239583333333326
FedProx,old_city,40,103,1010,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,565,573,0,0.0,3.923611111111111,0.9860383944153578,-0.6235511669718917,-0.35003876718863847,0.33850108458058975,0.07964601769911499,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5364583333333333,0.02246673802003103,90.15655675124275,0.1017288130208025,0.11474694589877843
FedProx,new_city,40,103,1001,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,570,580,0,0.0,3.9583333333333335,0.9827586206896551,-0.7894227907483414,-0.7589702203540456,0.33634974378439864,0.0947368421052631,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.572463768115942,0.031180876167025612,57.46412812921204,0.11079588923377104,0.125
FedProx,new_city,40,103,1002,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,557,572,0,0.0,3.8680555555555554,0.9737762237762237,-0.8092620770310707,-0.7789555609955701,0.31867567721370266,0.1196888090963494,0.0,0.5,0.5,0.8333333333333333,0.9999999999999999,0.5883838383838386,0.04192832925238188,57.68640251043996,0.11773169145104512,0.12937062937062938
FedProx,new_city,40,103,1003,checkpoints_paper_core\sparse15_40ev_seed103_fedprox\global_final.pth,594,605,0,0.0,4.125,0.9818181818181818,-0.7828554068595294,-0.7619127532205999,0.3247252823341436,0.08726150392817045,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5714285714285715,0.026382811151797466,57.74593367690627,0.09860946710574403,0.11280991735537182
