method,variant,city,load,train_seed,eval_seed,model_path,events,requests,abandoned,abandon_rate,served_per_tick,served_per_request,avg_reward,median_reward,avg_trip_h,avg_queue_h,median_queue_h,p90_queue_h,p95_queue_h,p99_queue_h,max_queue_h,cvar95_queue_h,var_queue_h,avg_fee,load_gini,action_gini
LocalDQN,C,old_city,60,102,1005,checkpoints_heading_ablation\dqn_heading_C_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,640,668,0,0.0,4.444444444444445,0.9580838323353293,-0.859997284308708,-0.5664584529109383,0.7508920445572964,0.10781249999999998,0.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.38271604938271614,0.021536187065972212,96.1424716890327,0.02925085600779087,0.03967065868263475
LocalDQN,C,old_city,60,102,1006,checkpoints_heading_ablation\dqn_heading_C_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,649,679,0,0.0,4.506944444444445,0.9558173784977909,-0.8887471171427445,-0.5801265533793678,0.7451591289444996,0.11427837699024138,0.0,0.3333333333333333,0.3333333333333333,0.5866666666666636,0.8333333333333333,0.38375350140056047,0.023107204820923502,97.70606144488661,0.02805675629561266,0.04086892488954352
LocalDQN,C,old_city,60,102,1007,checkpoints_heading_ablation\dqn_heading_C_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,651,680,0,0.0,4.520833333333333,0.9573529411764706,-0.8940198064904512,-0.5876380109489501,0.7246601426667273,0.11802355350742455,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5571428571428573,0.025027600742381927,95.60562381786825,0.02372909659270972,0.032352941176470695
LocalDQN,C,old_city,60,102,1008,checkpoints_heading_ablation\dqn_heading_C_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,661,690,0,0.0,4.590277777777778,0.9579710144927536,-0.9109628950434274,-0.5937837412320781,0.7469492497606246,0.12052445789208262,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5760869565217391,0.029010583911813333,95.98731366349098,0.02189400042869405,0.032608695652173836
LocalDQN,C,old_city,60,102,1009,checkpoints_heading_ablation\dqn_heading_C_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,645,676,0,0.0,4.479166666666667,0.9541420118343196,-0.917191989961994,-0.5924114819145021,0.7334978371272151,0.12325581395348838,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5444444444444445,0.026969933697894903,95.32047791720825,0.030126651492953238,0.035502958579881616
LocalDQN,C,old_city,60,102,1010,checkpoints_heading_ablation\dqn_heading_C_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,637,669,0,0.0,4.423611111111111,0.9521674140508222,-0.8400912643684535,-0.569372524365789,0.7369971877599596,0.10334903192046037,0.0,0.3333333333333333,0.33333333333333326,0.5,0.6666666666666666,0.3789308176100629,0.02119583090652857,97.03793929981985,0.026504818527847585,0.036995515695067205
LocalDQN,D,old_city,60,102,1001,checkpoints_heading_ablation\dqn_heading_D_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,645,673,0,0.0,4.479166666666667,0.9583952451708767,-0.9641870042003337,-0.6490954621584812,0.6968530070047245,0.13617571059431527,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.56,0.02973352295868962,96.73858338239567,0.034662596461567885,0.04271916790490349
LocalDQN,D,old_city,60,102,1002,checkpoints_heading_ablation\dqn_heading_D_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,654,684,0,0.0,4.541666666666667,0.956140350877193,-0.9731316219333382,-0.8827320589785429,0.6723531307203838,0.13990825688073405,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5454545454545455,0.029397816931484133,96.70022662063339,0.030992000928298236,0.037280701754385914
LocalDQN,D,old_city,60,102,1003,checkpoints_heading_ablation\dqn_heading_D_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,664,694,0,0.0,4.611111111111111,0.9567723342939481,-0.9851939626355924,-0.9106722612764316,0.6767307233389487,0.14282128514056236,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5388888888888891,0.030179389747746026,96.2388923419723,0.030778916076189322,0.03890489913544659
LocalDQN,D,old_city,60,102,1004,checkpoints_heading_ablation\dqn_heading_D_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,652,681,0,0.0,4.527777777777778,0.9574155653450808,-0.9631062149010152,-0.7068001818400276,0.676336814415838,0.13778118609406967,0.0,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333333,0.5628930817610064,0.03047953494256038,95.70479786232988,0.03047814415706962,0.03707782672540372
LocalDQN,D,old_city,60,102,1005,checkpoints_heading_ablation\dqn_heading_D_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,648,676,0,0.0,4.5,0.9585798816568047,-0.9652387470801832,-0.6480305960047588,0.7013644149325506,0.13631687242798363,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5433333333333334,0.029085748700232037,96.43687281350256,0.034821516617991266,0.0451183431952662
LocalDQN,D,old_city,60,102,1006,checkpoints_heading_ablation\dqn_heading_D_old_city_60ev_ep100_epsd0p98_seed102\model_final.pth,659,689,0,0.0,4.576388888888889,0.9564586357039188,-1.0114678827704788,-0.9092291683934078,0.6972806980864916,0.1474456246838646,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5593220338983053,0.031834227147860446,97.06997080395254,0.0352854765593027,0.046081277213352756
